name,phone,email
<h1>Andrews Building Corp</h1>,(212) 488-2402,AP@andrewsbc.com
<h1>345 Park Ave So Partners</h1>,(212) 685-8595,jennifer.kaufler@tor.com
<h1>148 W 24 St Tennants Corp</h1>,(212) 989-6680,
<h1>One Sixteen Assocs Inc</h1>,(212) 689-7340,
<h1>Pas Associates</h1>,(212) 779-7093,
<h1>116 Associates</h1>,(212) 532-1313,
<h1>J Z Realty Corp</h1>,(212) 580-1808,
<h1>Foxwood Realty</h1>,(212) 251-9600,
<h1>Richmond Properties</h1>,(212) 725-3636,
<h1>Jeppesen INC</h1>,(212) 478-1200,
<h1>Stewart Management LTD</h1>,(212) 689-6774,mapsltd@hotmail.com
<h1>A C Lawrence Company</h1>,(212) 989-0880,
<h1>Bluestone Group</h1>,(212) 643-0033,
<h1>27D Realty</h1>,(917) 262-0771,
<h1>Seven Ninety Lex Owne</h1>,(646) 448-4021,
<h1>Dwellworks Destination Services</h1>,(212) 768-7272,info@dwellworks.com
<h1>Manhattan Fine Properties</h1>,(917) 885-7465,
<h1>Henry Phipps Plaza West</h1>,(212) 779-2705,
<h1>Twelve Lofts Realty Inc</h1>,(212) 989-2217,
<h1>V11 90 Lex Owner</h1>,(212) 689-2700,
<h1>Dino &amp; Sons Realty Corp</h1>,(212) 684-3564,
<h1>La Seven Inc</h1>,(212) 582-7777,noel.hernandez@laseven.com
<h1>Kost Gregory Real Estate</h1>,(212) 685-0595,mfernandez@townrealestate.com
<h1>Justis Properties</h1>,(212) 807-7700,
<h1>Glick Miriam</h1>,(212) 352-8678,
<h1>Dezer Properties Co</h1>,(212) 627-8255,don.smith@thestellargroup.com
<h1>Rel Estate Solutions</h1>,(800) 367-1650,
"<h1>Sperber, Joseph E, AGT</h1>",(212) 929-7733,
<h1>Premier Relocation Solutions</h1>,(212) 600-1066,info@premierny.com
<h1>Fawn Realty</h1>,(212) 447-7864,fawn@hughesrealtygroup.com
<h1>Singh Realty</h1>,(212) 689-1436,
<h1>Via 27</h1>,(212) 689-1436,info@delval.biz
<h1>Pioneer Group</h1>,(212) 779-8872,info@pioneergroup.com
<h1>Chik Associates</h1>,(212) 255-6059,
<h1>Meringof Properties</h1>,(212) 725-9546,
"<h1>Gamut Realty Group, Inc.</h1>",(917) 681-3594,
<h1>Nsnyre</h1>,(212) 366-0408,leasing@nsnyre.com
<h1>26 W 27th Realty</h1>,(212) 213-9470,
<h1>J A R Realty Co</h1>,(212) 989-3314,info@camelotrealtygroup.biz
<h1>Victoria Realty Co</h1>,(212) 686-6033,ian@freeverse.com
<h1>Caralex Holding</h1>,(212) 684-2573,
<h1>Crescent West 26</h1>,(212) 366-4680,
<h1>225-25 Housing Corp</h1>,(212) 924-8174,
<h1>East One Forty Five Corp</h1>,(212) 889-7895,
<h1>Sklar Realty Group Inc</h1>,(212) 966-3079,tim@nycauction.com
<h1>Mason Alexnader Group</h1>,(212) 684-5890,office@masonalexander.com
<h1>Mazursky Group Inc</h1>,(212) 696-2005,
<h1>Richmond Associates</h1>,(212) 725-1708,
<h1>IPG Real Estate</h1>,(347) 573-8354,gdonohue@realestateipg.com
<h1>Kg Properties of New York Inc</h1>,(212) 757-8235,kevin@kgpropertiesny.com
<h1>Kinsey Equities</h1>,(212) 255-2248,
<h1>Sharon Realty Ny Corp</h1>,(212) 685-8383,
<h1>Cityrealty.com</h1>,(212) 755-5544,
<h1>Ascot Owners</h1>,(212) 889-2297,
<h1>Union Sanitorium Inc</h1>,(212) 243-1427,
<h1>Commercial Capital Group Inc</h1>,(212) 751-4564,
<h1>Canvas Property Group</h1>,(646) 666-0718,
<h1>Dino &amp; Sons Realty Company</h1>,(212) 229-1525,
<h1>Jeder National</h1>,(888) 533-3788,info@jedernational.com
<h1>Commercial Reality Service</h1>,(212) 252-5281,
<h1>Innovest Properties</h1>,(800) 707-1789,
<h1>Y &amp; R Realty Group</h1>,(212) 802-8493,
<h1>Elite Real Estate Agency</h1>,(310) 274-9395,
<h1>Davis Realty</h1>,(212) 929-0642,
<h1>Century 21</h1>,(212) 255-5200,
<h1>Exp Realty Advisors</h1>,(212) 972-7457,aron@exp1031.com
<h1>CMB Realty</h1>,(212) 683-2315,
<h1>Harvard Agency Co Inc</h1>,(212) 532-1723,
<h1>Bahnyc</h1>,(917) 724-9409,admin@bahnyc.com
<h1>31 West 27th</h1>,(212) 532-7420,
<h1>Soho Properties Licensed Real Estate Broker</h1>,(212) 966-9600,info@sohowaxstudionyc.com
<h1>Insight Property 512 Inc</h1>,(212) 839-0838,
<h1>Newcastle Realty Services</h1>,(646) 661-7967,
<h1>Lockwood Walter A</h1>,(212) 243-7000,
<h1>Hailey Development Group</h1>,(212) 847-7267,
<h1>400 Park Avenue South</h1>,(212) 759-3414,nigel@parkavenuepost.com
<h1>William USA Realty Services Inc</h1>,(212) 213-4957,
<h1>Abner Properties Company</h1>,(212) 243-7020,
<h1>Public Data Corp</h1>,(212) 519-3097,
<h1>Nikolis Realty Corp</h1>,(212) 689-0012,S_G@bbleather.com
<h1>Rosewood Realty</h1>,(212) 359-9900,
<h1>Ninety-Five Madison Co</h1>,(212) 532-8834,
<h1>Mbny</h1>,(212) 779-5940,
<h1>L M Development Partners Inc</h1>,(917) 261-7318,
<h1>The Clayman Realty Group LTD</h1>,(212) 888-3100,
<h1>Chelsea Town</h1>,(212) 255-5395,
<h1>New Street Realty Advisors</h1>,(212) 251-0626,
<h1>KG Properties of New York</h1>,(212) 757-8235,
<h1>Samra Realty</h1>,(212) 660-0205,
<h1>TechSpace - Chelsea</h1>,(212) 905-7711,kspikler@techspace.com
<h1>15 W 28</h1>,(212) 532-1458,
<h1>Fawn Realty</h1>,(646) 486-4891,
<h1>Alf Naman Real Estate</h1>,(212) 751-4538,
<h1>Joneja Dev</h1>,(646) 861-3617,
<h1>Madison 28 Associates</h1>,(212) 683-0595,
<h1>West End Estates</h1>,(212) 924-9647,
<h1>Luxury Habitat</h1>,(212) 741-6497,LuxuryHabitat@gmail.com
"<h1>Thirty Madison, Inc</h1>",(212) 260-6270,
<h1>Malwin Realty Co</h1>,(212) 679-4210,
<h1>398 3rd Av Realty Co</h1>,(212) 686-6664,
<h1>Milstein Properties</h1>,(646) 658-0694,
<h1>404 Park Partners LP</h1>,(212) 686-5014,
<h1>Lerner Group Inc</h1>,(212) 686-3434,
<h1>6 Avenue West Assoc</h1>,(212) 989-9561,
<h1>Hyung-Hyang Realty Corp</h1>,(212) 889-7398,
<h1>Elk Investors</h1>,(212) 725-1044,
<h1>Kennelly Development</h1>,(212) 269-1696,
<h1>Middie Realty Corp</h1>,(212) 686-0804,
<h1>Century 21</h1>,(718) 788-7653,
<h1>144 East 30 Street Condominiums</h1>,(212) 683-2137,
<h1>Dezer Properties</h1>,(212) 889-0485,info@dezerproperties.com
<h1>Benchmark 425 Lp</h1>,(646) 964-4271,
<h1>Alexandria Real Estate</h1>,(917) 934-0389,ldiamond@are.com
<h1>Fawn Realty</h1>,(212) 643-1329,
<h1>Ocram Inc</h1>,(212) 308-2350,
<h1>A R Real Estate Inc</h1>,(646) 964-5299,webteam@ngkf.com
<h1>A Ruth &amp; Sons</h1>,(212) 685-1554,
<h1>Broadway Tenant</h1>,(212) 679-1913,
<h1>A B C Realty Corp</h1>,(212) 242-1908,
<h1>824 Sixth Ave Realty Corp</h1>,(212) 532-0279,
<h1>741 Dyslexington</h1>,(212) 251-9627,
<h1>Old Field Realty Group Inc</h1>,(212) 481-4966,aabbasi@habibamericanbank.com
<h1>432 Park Av So Realty Co</h1>,(212) 683-2135,
<h1>Nufolio Inc</h1>,(212) 252-0008,geo@nufolio.com
<h1>236 West 27 Enterprises</h1>,(212) 675-5610,
<h1>Weichert Corp Housing</h1>,(212) 600-4976,
<h1>Comet Realty</h1>,(212) 727-8302,
<h1>Gateway Belvedere</h1>,(212) 889-2879,
<h1>Stanford Realty Assoc Inc</h1>,(212) 679-5592,
<h1>Carmine Partners</h1>,(212) 243-0005,
<h1>Vivaldi Real Estate</h1>,(212) 686-1513,
<h1>453 2nd Ave</h1>,(212) 889-0951,
<h1>Manhattan Property Companies</h1>,(212) 685-0530,info@manhattanbuyers.com
<h1>Bushwick Realty Corporation</h1>,(212) 966-5020,eseligson@email.com
<h1>Washington Square Realty</h1>,(212) 268-1818,
<h1>Suzuki Associates Ltd</h1>,(212) 739-0900,
<h1>Urban Living</h1>,(212) 689-6606,bg@urbanliving.net
<h1>Mansion Realty Group</h1>,(212) 229-0536,
<h1>Oxford Property Group</h1>,(212) 300-6412,info@opgny.com
<h1>286 Fifth Avenue Realty Corp</h1>,(212) 279-4387,
<h1>CEO Lofts Twenty Nine</h1>,(646) 797-3699,
<h1>Pater Realty</h1>,(516) 883-0233,
<h1>115 West 29 St Owners Corp</h1>,(212) 564-3332,
<h1>129 West 29th Street</h1>,(212) 564-6280,
<h1>Young Agency</h1>,(212) 695-2431,
<h1>842 Enterprises Inc</h1>,(212) 685-4214,
<h1>Lee Odel Real Estate</h1>,(212) 598-0001,
<h1>Bro Realties</h1>,(212) 239-4709,
<h1>Loftspace Inc</h1>,(212) 239-1551,
<h1>Pixafy Inc</h1>,(212) 596-7404,hi@keep.com
<h1>Lavipour Associate</h1>,(212) 545-1910,kfisher-behr@lavipour.com
<h1>MD Carlisle Cinstruction</h1>,(212) 695-9703,
<h1>Williams Real Estate Co Inc</h1>,(212) 594-1579,
<h1>Concourse Realty Partners</h1>,(212) 689-7400,
<h1>West 29th St Owners Corp</h1>,(212) 594-9360,westelm@enews.westelm.com
<h1>Aro Managmnt Inc</h1>,(212) 481-5740,dem@hi-tech-solutions.com
<h1>Third Avenue Operating Group</h1>,(212) 481-7103,
<h1>15 East 31st Street Co</h1>,(212) 679-2466,
<h1>333 7th Avenue Realty Co</h1>,(212) 239-1481,
<h1>One Fifteen West Assoc Lp</h1>,(212) 684-7573,
<h1>Chekers Realty</h1>,(212) 725-5566,
<h1>Project 140</h1>,(212) 239-1857,
<h1>Jdf Realty Inc</h1>,(212) 216-9777,rfrisch@jdfrealty.com
<h1>Karen Thomas Associates</h1>,(212) 991-9990,
<h1>Terris Realty</h1>,(212) 223-0550,
<h1>Brown Co Inc</h1>,(212) 683-4400,suniraju@hotmail.com
<h1>Kinsey Equities</h1>,(212) 255-5587,mvk@Kinseyllc.com
<h1>130 West 30th</h1>,(212) 594-0728,
<h1>1426 Ogden Realty</h1>,(212) 244-1841,
<h1>Ryan Vivian Inc</h1>,(212) 213-6393,
<h1>Silver Equities Management</h1>,(212) 967-2713,mvinocur@bemnyc.com
<h1>Three Forty Five Seventh Av Bldg</h1>,(212) 594-2653,
<h1>Colavito William Inc</h1>,(212) 688-1414,
<h1>Corner Realty 7/30 Inc</h1>,(212) 695-0230,
<h1>Michiko Shioda Corporation</h1>,(212) 402-7731,amy@csusa.org
<h1>Egreen Realty Co</h1>,(212) 997-7709,
<h1>Shire Realty Corp</h1>,(212) 564-3194,
<h1>J 2 Brokerage Associates Inc</h1>,(212) 279-9326,info@j2brokerage.com
<h1>Working Realty Ltd</h1>,(212) 355-7750,
<h1>Romer Ben &amp; Son</h1>,(212) 736-6374,
<h1>Cinquantotto</h1>,(212) 929-7212,
<h1>Max Rosin &amp; Associates Inc</h1>,(212) 726-9090,
<h1>Kerway Realty Co</h1>,(212) 213-9384,
<h1>Pav-Lak Contracting Inc</h1>,(212) 929-7088,
<h1>Socrates Realty Co</h1>,(718) 545-9505,
<h1>SWS Realty</h1>,(212) 695-3440,
<h1>32nd St Se Co</h1>,(212) 689-3628,
<h1>Tarragon Corp</h1>,(212) 949-5000,
"<h1>A FLAT DOWNTOWN, Inc</h1>",(347) 282-3154,
<h1>Dezer Properties</h1>,(212) 279-9278,
<h1>Fawn Realty</h1>,(212) 279-9278,
<h1>Media Technology Center</h1>,(212) 631-7505,
<h1>Incorporated Realty Services Limited Liability Company</h1>,(212) 532-1824,
<h1>Awaye Realty Management</h1>,(718) 488-0800,
<h1>Archer International Real Estate Devlpmt Corp</h1>,(212) 889-3169,
<h1>Cres Inc</h1>,(212) 685-3685,sales@cresinc.com
<h1>Metropolis Reality Estate LTD</h1>,(212) 683-0816,tom@metropolisre.com
<h1>Dreyfuss &amp; Birke</h1>,(212) 631-7576,
